day_of_year,time_minutes,longitude,latitude,occupancy
324,422,77.641911,12.964194,medium
175,1269,77.607496,12.957915,low
162,784,77.617387,12.927931,low
208,955,77.578077,12.909191,low
8,1009,77.617722,12.932919,high
223,485,77.575915,12.988409,medium
132,1150,77.580734,12.912734,low
185,938,77.611012,12.961482,high
140,513,77.56099,12.977355,high
250,1215,77.588091,12.931315,medium
169,384,77.647269,12.959582,high
206,962,77.596031,12.984144,low
162,1246,77.628176,12.904993,low
42,1253,77.574041,12.946924,high
283,370,77.604683,12.930475,high
339,443,77.649647,12.97723,low
41,811,77.630179,12.968457,high
310,1073,77.608329,12.912439,medium
20,749,77.575482,12.902223,medium
56,889,77.575205,12.917052,medium
283,996,77.637332,12.941,high
104,1083,77.551044,12.98171,medium
307,1049,77.616161,12.961918,high
114,636,77.618184,12.912536,medium
235,675,77.563817,12.906555,low
6,1111,77.614578,12.989227,high
134,580,77.614526,12.939593,low
362,499,77.564133,12.936815,medium
124,971,77.635502,12.952625,high
266,1113,77.61884,12.917778,low
11,728,77.56661,12.969654,high
28,621,77.614055,12.918524,medium
75,638,77.576707,12.948161,medium
169,678,77.625301,12.941842,high
26,502,77.644696,12.916562,medium
174,437,77.617159,12.983894,medium
95,522,77.614727,12.92732,high
22,1016,77.582467,12.986731,high
364,1012,77.632568,12.942433,high
165,1311,77.634813,12.924402,low
183,1075,77.582408,12.948525,medium
225,529,77.635984,12.975364,high
37,366,77.602257,12.975214,medium
55,1120,77.628108,12.958702,high
147,550,77.576525,12.952737,low
176,472,77.624301,12.973068,medium
137,906,77.605257,12.945612,high
72,814,77.566555,12.910012,medium
58,501,77.575038,12.96813,low
134,512,77.572873,12.91769,high
301,736,77.596612,12.92062,low
157,928,77.613233,12.934998,medium
166,441,77.596002,12.936213,low
259,878,77.61815,12.905224,high
109,731,77.598233,12.972115,high
219,452,77.582959,12.909956,high
248,1271,77.589858,12.936656,medium
290,576,77.633141,12.956192,low
203,687,77.64759,12.949002,low
119,420,77.572248,12.944275,low
90,563,77.639364,12.901602,high
120,1257,77.561519,12.967756,high
205,887,77.586338,12.902524,high
95,453,77.575933,12.929215,medium
199,671,77.637631,12.945181,medium
38,572,77.554276,12.927538,low
202,529,77.635067,12.937026,low
321,392,77.55117,12.929905,low
70,1147,77.579044,12.901164,low
14,1201,77.600745,12.91463,low
231,807,77.561283,12.940633,medium
81,464,77.611689,12.957684,low
269,990,77.565873,12.935437,high
42,951,77.552089,12.904081,medium
25,553,77.614362,12.960965,low
50,1022,77.640436,12.904039,medium
131,1242,77.573383,12.904143,high
41,966,77.560045,12.98757,high
274,814,77.580778,12.967406,medium
259,1105,77.557071,12.910894,high
252,409,77.620404,12.982386,high
25,908,77.578467,12.926819,low
100,1029,77.59669,12.955033,medium
298,1201,77.582038,12.971868,medium
106,889,77.623266,12.942005,medium
72,986,77.597063,12.911738,high
359,1285,77.635118,12.924364,medium
260,1288,77.642334,12.909248,medium
88,518,77.567297,12.943768,medium
39,1259,77.559433,12.91466,high
143,542,77.616628,12.953432,high
250,539,77.586924,12.907519,low
251,443,77.559195,12.972987,medium
195,1045,77.635269,12.92422,high
5,362,77.601734,12.949051,medium
202,437,77.629381,12.916483,low
337,472,77.597466,12.936072,high
229,548,77.62651,12.984843,low
322,1065,77.62596,12.936487,medium
247,1224,77.562884,12.943017,low
111,1100,77.581241,12.931463,low
169,1249,77.634603,12.91041,medium
360,950,77.552027,12.968598,low
45,1130,77.625425,12.977116,low
272,870,77.624484,12.91435,low
331,925,77.61769,12.967825,medium
238,1219,77.567775,12.912494,medium
197,692,77.60295,12.967047,high
106,479,77.585268,12.902654,low
297,512,77.604529,12.948414,high
163,368,77.648401,12.938289,medium
117,527,77.604033,12.955223,low
267,1314,77.600105,12.971092,medium
111,1034,77.617204,12.986306,high
227,777,77.603065,12.918232,high
325,453,77.554717,12.945356,high
88,860,77.595441,12.973311,low
100,519,77.63078,12.907593,low
36,605,77.633668,12.90867,high
233,873,77.609591,12.949266,high
162,883,77.62043,12.947311,low
125,602,77.586042,12.911937,low
68,1290,77.57744,12.953452,high
112,1221,77.604839,12.958644,high
357,1290,77.63443,12.968103,high
41,417,77.647006,12.968778,low
20,437,77.634714,12.953831,low
2,429,77.55105,12.906848,high
355,524,77.649129,12.901806,low
214,961,77.625841,12.945708,medium
62,803,77.603824,12.963854,high
273,1110,77.600695,12.936355,medium
204,928,77.579038,12.961276,medium
351,715,77.612087,12.928397,low
294,480,77.574796,12.956503,medium
173,912,77.61014,12.986871,low
256,488,77.633245,12.919264,low
339,647,77.621203,12.948011,medium
13,1171,77.557983,12.92102,high
145,1123,77.621901,12.964606,medium
240,1189,77.606671,12.96092,medium
9,443,77.627807,12.949246,low
115,1158,77.557744,12.980552,medium
61,667,77.572949,12.924624,medium
330,859,77.61084,12.905011,low
203,928,77.640232,12.94944,low
234,713,77.576372,12.93126,low
269,926,77.628067,12.901868,medium
233,1246,77.634938,12.931736,medium
108,1301,77.640583,12.90258,low
282,1157,77.625319,12.946586,medium
128,455,77.556387,12.960416,medium
257,479,77.57603,12.963714,medium
191,725,77.615393,12.954936,low
129,511,77.613916,12.948857,high
348,541,77.603374,12.9488,medium
242,1221,77.611644,12.917403,high
345,586,77.609449,12.981639,high
59,692,77.583647,12.914711,medium
262,669,77.605627,12.903835,high
247,423,77.615593,12.952089,high
311,1320,77.619111,12.961934,low
314,1310,77.629376,12.901421,low
86,1296,77.602744,12.904188,medium
189,1115,77.580035,12.910018,high
174,914,77.647797,12.949749,high
326,1055,77.578886,12.926966,low
213,658,77.635325,12.977205,medium
50,493,77.61884,12.969052,medium
180,1128,77.606823,12.906299,medium
167,985,77.562894,12.926533,medium
249,507,77.598173,12.957666,high
100,844,77.595437,12.978048,low
176,909,77.617633,12.970319,high
323,950,77.644083,12.947804,high
358,995,77.644847,12.963584,low
4,1040,77.555944,12.940013,low
111,461,77.638981,12.949623,medium
24,740,77.585904,12.909392,medium
362,626,77.644237,12.964218,high
335,418,77.584353,12.94522,high
279,877,77.641084,12.943194,medium
185,794,77.577365,12.90493,low
45,695,77.566777,12.928073,high
268,430,77.642945,12.932967,low
342,1201,77.585178,12.965251,low
3,973,77.554274,12.917375,low
212,396,77.596857,12.918231,medium
205,1111,77.589545,12.910222,medium
76,1263,77.614544,12.959077,low
126,445,77.631199,12.940894,high
303,435,77.620299,12.959436,high
219,1118,77.611088,12.952302,high
273,1150,77.623917,12.943823,low
126,592,77.593645,12.935086,low
215,1156,77.606213,12.932763,medium
162,585,77.57129,12.978358,low
115,759,77.599284,12.934787,medium
10,386,77.60462,12.964288,low
342,1263,77.593866,12.920342,high
18,1076,77.577095,12.904292,high
88,893,77.607032,12.939923,high
91,547,77.588686,12.983801,medium
357,1051,77.575695,12.920858,high
292,495,77.607407,12.985178,low
200,816,77.570153,12.971555,low
195,588,77.565495,12.913459,high
131,1265,77.619934,12.938052,low
227,612,77.569817,12.903374,high
59,384,77.609903,12.929574,high
146,931,77.580602,12.975623,medium
124,810,77.612337,12.987478,high
245,622,77.560879,12.964303,high
215,894,77.56821,12.924934,low
360,958,77.550143,12.920891,high
185,915,77.613463,12.920827,low
110,563,77.59856,12.956717,low
203,1311,77.588098,12.979384,low
76,757,77.619808,12.971483,high
309,403,77.627646,12.98954,medium
207,1047,77.560207,12.972216,medium
82,1174,77.639485,12.957801,medium
12,947,77.637743,12.95016,low
70,882,77.591371,12.971555,low
189,570,77.5512,12.96448,low
107,1160,77.643169,12.970066,high
325,564,77.620098,12.954534,high
355,758,77.602112,12.928781,high
84,1189,77.645173,12.924321,low
176,916,77.638577,12.972208,medium
165,413,77.608776,12.977363,low
322,1113,77.584077,12.915056,high
76,533,77.584375,12.983716,medium
301,398,77.615632,12.965087,medium
227,722,77.643986,12.946591,high
304,930,77.649052,12.961397,high
317,1183,77.566212,12.909291,medium
321,1228,77.611883,12.907825,low
231,1124,77.593402,12.955717,low
251,593,77.613847,12.967739,medium
182,528,77.604904,12.986947,medium
358,444,77.605835,12.939054,high
39,969,77.596524,12.971074,low
61,506,77.57499,12.967806,medium
191,735,77.569706,12.966074,high
233,1071,77.580971,12.933589,low
193,396,77.566558,12.966823,high
85,572,77.590104,12.962986,medium
192,437,77.612641,12.916681,high
27,1305,77.627105,12.920494,low
55,522,77.561149,12.938903,medium
132,453,77.596463,12.920394,low
232,1215,77.601091,12.936563,high
284,371,77.628288,12.904787,medium
250,915,77.629885,12.979263,medium
258,1034,77.620169,12.921342,medium
275,732,77.599372,12.924268,low
186,819,77.569097,12.986411,medium
126,880,77.629627,12.933017,high
117,1288,77.609809,12.925652,medium
79,643,77.593668,12.960956,medium
322,1090,77.606072,12.988253,low
38,934,77.575683,12.973051,medium
88,468,77.645311,12.923216,low
242,1143,77.567012,12.910066,medium
14,670,77.554631,12.937833,low
204,1229,77.583197,12.902816,low
273,982,77.613328,12.912528,medium
334,887,77.586175,12.964407,medium
128,1306,77.637315,12.900711,low
329,589,77.564321,12.917936,low
27,1100,77.648818,12.909745,low
284,785,77.596358,12.915336,high
278,1301,77.551922,12.963222,low
62,713,77.644055,12.918976,low
297,812,77.579875,12.905932,medium
141,1247,77.640537,12.928207,low
274,1297,77.57625,12.960213,medium
343,1046,77.64566,12.989374,high
189,569,77.620778,12.939111,low
142,465,77.566273,12.95171,low
210,739,77.601812,12.985007,medium
356,1008,77.639794,12.977145,medium
156,489,77.586193,12.985404,high
211,837,77.564778,12.921735,low
329,1014,77.624039,12.915207,medium
340,1096,77.583514,12.921816,low
234,699,77.621752,12.959716,high
300,666,77.629905,12.987273,medium
330,1282,77.551318,12.972523,medium
115,620,77.594597,12.989784,high
72,898,77.608555,12.967459,medium
115,402,77.627385,12.975328,high
276,970,77.609715,12.930036,low
204,508,77.633867,12.94641,low
120,1232,77.563776,12.984502,medium
283,935,77.581651,12.922023,medium
138,1208,77.580481,12.913229,low
103,997,77.62018,12.965934,medium
138,570,77.617591,12.933952,low
264,895,77.600613,12.968826,low
8,1216,77.617015,12.959973,low
345,513,77.623088,12.955946,medium
345,657,77.619735,12.914554,high
351,725,77.591889,12.910808,medium
188,773,77.64836,12.929886,medium
186,951,77.646886,12.902895,high
145,832,77.559273,12.976612,low
225,690,77.60675,12.946943,high
203,1176,77.582691,12.951415,medium
135,1099,77.59843,12.972806,medium
85,409,77.579225,12.971485,low
321,909,77.570118,12.953493,medium
293,908,77.642113,12.923544,low
169,1096,77.622807,12.964177,medium
335,751,77.641582,12.975375,low
192,965,77.630618,12.924075,low
24,589,77.600821,12.951541,high
214,753,77.589066,12.949837,medium
336,454,77.571718,12.959048,medium
62,1104,77.581645,12.910845,high
40,701,77.611801,12.945085,high
327,974,77.570432,12.915238,low
212,1320,77.583264,12.952921,low
287,1252,77.626918,12.958201,low
95,610,77.555915,12.984606,low
332,992,77.619521,12.961735,high
202,1128,77.569929,12.987339,high
83,983,77.551313,12.91442,low
88,1004,77.591531,12.979664,low
249,432,77.602218,12.976114,low
79,478,77.590189,12.950294,low
332,513,77.617752,12.962365,medium
308,824,77.584337,12.956933,low
229,1207,77.593292,12.957359,medium
272,467,77.570145,12.957434,low
322,882,77.621924,12.905368,low
63,813,77.608687,12.920751,medium
257,649,77.559848,12.956183,medium
83,473,77.562724,12.916966,high
153,422,77.568847,12.958346,medium
312,813,77.59167,12.945734,low
338,1073,77.607992,12.919029,medium
28,379,77.638498,12.976111,medium
238,1121,77.559801,12.90806,low
180,713,77.6344,12.941457,high
51,1087,77.592946,12.939679,low
270,539,77.644695,12.936591,low
362,1218,77.629375,12.93566,high
234,1019,77.628922,12.9438,low
161,905,77.645849,12.959518,high
84,1111,77.620948,12.970677,medium
279,406,77.632972,12.951841,medium
283,1261,77.593871,12.936417,high
159,671,77.561447,12.967843,medium
233,1138,77.554295,12.946753,low
198,820,77.558407,12.904289,high
20,1108,77.555637,12.909969,low
187,1230,77.623429,12.969214,high
59,712,77.642426,12.947826,low
297,1261,77.569086,12.956829,low
263,1174,77.609213,12.938215,medium
193,584,77.608829,12.908423,medium
305,378,77.592531,12.986715,medium
192,690,77.567596,12.931014,low
257,1139,77.603651,12.963728,medium
201,926,77.610807,12.94215,medium
317,702,77.55487,12.980046,low
343,944,77.580084,12.936234,high
45,416,77.55033,12.965789,high
223,1266,77.641385,12.948592,low
175,1274,77.576028,12.901322,high
264,941,77.598111,12.920875,medium
136,1158,77.624592,12.916257,high
227,1058,77.581953,12.919011,medium
116,533,77.56803,12.946104,low
168,1301,77.608904,12.925144,low
11,874,77.610122,12.948128,medium
112,1186,77.635659,12.94656,medium
235,705,77.550473,12.988136,low
221,778,77.614459,12.98231,high
319,445,77.642991,12.922381,high
268,932,77.629006,12.98789,low
262,894,77.613072,12.983618,low
151,953,77.648999,12.901444,low
327,1038,77.639095,12.908506,medium
165,578,77.605336,12.932689,high
113,585,77.597688,12.941764,low
209,845,77.600558,12.908662,high
51,659,77.578025,12.988787,low
289,668,77.620972,12.954449,medium
30,397,77.599959,12.937885,high
188,1300,77.602211,12.914192,medium
283,1133,77.636998,12.974075,medium
50,363,77.580448,12.923401,low
230,1296,77.555709,12.940277,medium
23,953,77.560599,12.989896,high
84,1202,77.647411,12.933538,medium
120,1208,77.594473,12.956822,high
248,1167,77.649035,12.984852,low
28,1209,77.615727,12.90638,high
1,600,77.626782,12.92342,high
271,845,77.614012,12.965597,medium
330,925,77.621238,12.966569,high
341,557,77.586254,12.989906,low
297,699,77.611089,12.936823,medium
234,609,77.600142,12.93661,high
20,652,77.64085,12.907439,medium
23,1125,77.597927,12.974637,medium
222,1254,77.634238,12.910271,medium
175,609,77.605592,12.967013,low
294,914,77.563886,12.905646,low
112,465,77.64868,12.928846,low
168,774,77.640896,12.907371,medium
351,714,77.578592,12.981224,high
286,1240,77.56922,12.903549,medium
229,927,77.621485,12.917496,low
28,950,77.645004,12.950284,low
164,673,77.554531,12.910066,medium
83,450,77.55303,12.986968,low
346,743,77.638361,12.925461,low
59,582,77.594798,12.942573,medium
207,1260,77.631472,12.916982,high
124,502,77.631925,12.938015,medium
260,551,77.559346,12.926889,low
284,1005,77.592521,12.930052,medium
102,1182,77.569767,12.942534,low
158,1013,77.5927,12.955175,low
264,1060,77.560357,12.949707,medium
143,810,77.561362,12.920886,medium
60,794,77.565679,12.960927,low
357,1271,77.573983,12.935838,low
30,955,77.568335,12.976078,low
95,425,77.621453,12.93743,medium
198,773,77.584612,12.929854,high
78,927,77.622668,12.908177,medium
277,765,77.561404,12.958184,low
185,641,77.573068,12.914576,medium
218,1285,77.629689,12.931754,high
331,463,77.649358,12.943012,high
46,594,77.640741,12.950374,high
100,1057,77.571312,12.973572,medium
111,1024,77.638078,12.963376,medium
274,582,77.584367,12.985088,high
26,942,77.567914,12.911453,medium
12,1070,77.586171,12.923523,medium
109,1175,77.568218,12.948107,high
286,687,77.570306,12.955159,low
30,1009,77.614283,12.960225,low
203,632,77.553422,12.938326,low
304,1032,77.587865,12.937184,low
335,1314,77.618031,12.918319,medium
184,453,77.601542,12.98811,medium
203,1274,77.618181,12.934191,high
35,923,77.630785,12.952186,medium
339,909,77.599189,12.935,low
345,843,77.608862,12.927752,high
230,1064,77.620782,12.988501,high
94,616,77.555442,12.91266,low
170,544,77.561284,12.961795,medium
102,621,77.643539,12.963064,medium
296,928,77.605902,12.949814,medium
110,624,77.638521,12.936325,low
261,635,77.550467,12.960312,low
108,1154,77.555838,12.953636,high
198,1032,77.620135,12.959195,low
339,1048,77.625443,12.911978,medium
54,458,77.64887,12.950431,low
265,728,77.617047,12.986187,low
163,725,77.563622,12.935929,low
118,542,77.594073,12.985754,medium
329,399,77.635375,12.913277,low
156,1278,77.58873,12.910494,medium
131,1179,77.58585,12.928031,medium
116,441,77.573601,12.94747,medium
83,1195,77.56019,12.981366,low
295,668,77.611221,12.922554,medium
146,438,77.569674,12.915119,high
302,527,77.595846,12.905599,medium
13,370,77.630476,12.970642,medium
263,442,77.597321,12.989666,medium
179,568,77.622963,12.947717,high
338,593,77.561682,12.950103,high
94,677,77.566304,12.915113,medium
140,1129,77.626595,12.952951,medium
39,1209,77.564708,12.987952,low
34,787,77.647105,12.93663,low
328,676,77.640548,12.940194,medium
158,945,77.5761,12.980371,low
337,1109,77.626815,12.916475,low
65,404,77.561157,12.94414,low
72,562,77.554675,12.918815,high
188,1030,77.550523,12.981609,high
241,407,77.588847,12.921076,medium
307,504,77.587202,12.984094,medium
214,1184,77.646489,12.971416,high
185,601,77.559008,12.949803,high
93,1030,77.622189,12.930992,high
279,682,77.562853,12.980596,medium
168,1041,77.558585,12.974703,medium
291,1096,77.588422,12.924578,high
146,589,77.606201,12.985722,medium
236,763,77.638029,12.942909,medium
260,898,77.636293,12.945484,medium
255,1080,77.622659,12.955588,high
331,430,77.6143,12.967562,high
122,854,77.573759,12.915129,medium
317,650,77.551746,12.900327,medium
288,626,77.63619,12.98328,high
173,1216,77.572656,12.963621,high
358,987,77.582097,12.90068,high
40,658,77.606069,12.924425,medium
106,1080,77.604406,12.901984,low
92,921,77.628517,12.918468,medium
5,960,77.629613,12.902438,high
323,992,77.561721,12.953352,high
261,764,77.603388,12.985557,low
179,998,77.59995,12.973601,high
